row ID,row m/z,row retention time,26C sample 1 Peak status,26C sample 1 Peak name,26C sample 1 Peak m/z,26C sample 1 Peak RT,
5021,819.1915893554688,11.284246666666666,DETECTED,819.192 m/z @11.3 [26C sample 1],819.1915893554688,11.284246666666666,
5022,819.4164428710938,2.9404116666666664,DETECTED,819.416 m/z @2.9 [26C sample 1],819.4164428710938,2.9404116666666664,
5023,819.525390625,3.0460783333333334,DETECTED,819.525 m/z @3.0 [26C sample 1],819.525390625,3.0460783333333334,
5024,822.5426635742188,2.8982466666666666,DETECTED,822.543 m/z @2.9 [26C sample 1],822.5426635742188,2.8982466666666666,
5025,822.644287109375,31.027079999999998,DETECTED,822.644 m/z @31.0 [26C sample 1],822.644287109375,31.027079999999998,
5026,822.79736328125,29.719745,DETECTED,822.797 m/z @29.7 [26C sample 1],822.79736328125,29.719745,
5027,822.9949951171875,14.334579999999999,DETECTED,822.995 m/z @14.3 [26C sample 1],822.9949951171875,14.334579999999999,
5028,823.2573852539062,3.4092466666666668,DETECTED,823.257 m/z @3.4 [26C sample 1],823.2573852539062,3.4092466666666668,
5029,823.48291015625,3.0037516666666666,DETECTED,823.483 m/z @3.0 [26C sample 1],823.48291015625,3.0037516666666666,
5030,823.9896240234375,15.348411666666667,DETECTED,823.990 m/z @15.3 [26C sample 1],823.9896240234375,15.348411666666667,
5031,824.4918823242188,3.829746666666667,DETECTED,824.492 m/z @3.8 [26C sample 1],824.4918823242188,3.829746666666667,
5032,824.5193481445312,2.9404116666666664,DETECTED,824.519 m/z @2.9 [26C sample 1],824.5193481445312,2.9404116666666664,
5033,824.535400390625,2.8772533333333334,DETECTED,824.535 m/z @2.9 [26C sample 1],824.535400390625,2.8772533333333334,
5034,824.8058471679688,19.84324666666667,DETECTED,824.806 m/z @19.8 [26C sample 1],824.8058471679688,19.84324666666667,
5035,824.9934692382812,15.348411666666667,DETECTED,824.993 m/z @15.3 [26C sample 1],824.9934692382812,15.348411666666667,
5036,825.1716918945312,16.600748333333335,DETECTED,825.172 m/z @16.6 [26C sample 1],825.1716918945312,16.600748333333335,
5037,826.0404663085938,13.312411666666668,DETECTED,826.040 m/z @13.3 [26C sample 1],826.0404663085938,13.312411666666668,
5038,826.121337890625,14.502086666666667,DETECTED,826.121 m/z @14.5 [26C sample 1],826.121337890625,14.502086666666667,
5039,826.1781005859375,39.67874666666667,DETECTED,826.178 m/z @39.7 [26C sample 1],826.1781005859375,39.67874666666667,
